ID,CLASS
560357.jpg,motorcycle_racing
735945.jpg,polo
241101.jpg,speed_skating
350454.jpg,rings
752209.jpg,figure_skating_men
353657.jpg,cricket
234604.jpg,cricket
428072.jpg,archery
892859.jpg,pommel_horse
854092.jpg,boxing
398067.jpg,figure_skating_women
973078.jpg,parallel_bar
745691.jpg,formula_1_racing
494433.jpg,frisbee
